0,356627;2,27314427;18,01932;;15,82032587;;;;;;;;;;;;;;;;;;
0,375904;2,376314948;17,77778;;15,69838955;;;;;;;;;;;;;;;;;;
0,387952;2,44316051;17,58454;;15,62265786;;;;;;;;;;;;;;;;;1,1;-0,184
0,406349;2,548877714;17,3913;;15,50772169;;;;;;;;;;;;;;;;;1,3;-0,16
0,428571;2,682693148;17,24638;;15,37001564;;;;;;;;;;;;;;;;;1,6;-0,13
0,50566;3,203760186;16,37681;;14,90171761;;;;;;;;;;;;;;;;;2;-0,099
0,586792;3,861819756;15,65217;;14,42426134;;;;;;;;;;;;;;;;;2,5;-0,096
0,656757;4,536876946;15,07246;;14,02482471;;;;;;;;;;;;;;;;;3;-0,087
0,713333;5,16812489;14,68599;;13,70993013;;;;;;;;;;;;;;;;;4;-0,072
0,786667;6,118810454;14,05797;;13,31226102;;;;;;;;;;;;;;;;;;
0,862857;7,292173616;13,52657;;12,91131735;;;;;;;;;;;;;;;;;;
0,913793;8,199606291;13,1401;;12,6500286;;;;;;;;;;;;;;;;;;
0,975862;9,459365359;12,75362;;12,33876747;;;;;;;;;;;;;;;;;;
0,97931;9,53476514;12,70531;;12,32170288;;;;;;;;;;;;;;;;;;
1,035176;10,8436627;12,46377;;12,04848101;;;;;;;;;;;;;;;;;;
1,085427;12,17382347;12,22222;;11,80789973;;;;;;;;;;;;;;;;;;
1,135678;13,66715123;11,88406;;11,57212233;;;;;;;;;;;;;;;;;;
1,180905;15,16718556;11,64251;;11,36394564;;;;;;;;;;;;;;;;;;
1,231156;17,02770039;11,40097;;11,13703301;;;;;;;;;;;;;;;;;;
1,276382;18,89652733;11,20773;;10,93668775;;;;;;;;;;;;;;;;;;
1,341709;21,96387685;10,86957;;10,65364345;;;;;;;;;;;;;;;;;;
1,417085;26,12672656;10,48309;;10,33614954;;;;;;;;;;;;;;;;;;
1,457286;28,66064765;10,28986;;10,1707045;;;;;;;;;;;;;;;;;;
1,522613;33,31294287;9,966667;;9,907484042;;;;;;;;;;;;;;;;;;
1,592965;39,17103077;9,733333;;9,631629759;;;;;;;;;;;;;;;;;;
1,658291;45,52930281;9,5;;9,382364462;;;;;;;;;;;;;;;;;;
1,713568;51,70922158;9,233333;;9,176488773;;;;;;;;;;;;;;;;;;
1,753769;56,72428103;9,133333;;9,029605783;;;;;;;;;;;;;;;;;;
1,819095;65,93181024;8,828571;;8,795920786;;;;;;;;;;;;;;;;;;
1,874372;74,88106284;8,657143;;8,602913335;;;;;;;;;;;;;;;;;;
1,909548;81,19849879;8,514286;;8,482302318;;;;;;;;;;;;;;;;;;
1,959799;91,15888405;8,428571;;8,312929673;;;;;;;;;;;;;;;;;;
2,022936;105,4231528;8,2;;8,104910199;;;;;;;;;;;;;;;;;;
2,114679;130,2203925;8,028571;;7,811883806;;;;;;;;;;;;;;;;;;
2,221713;166,614579;7,763158;;7,483380881;;;;;;;;;;;;;;;;;;
2,29052;195,2180633;7,578947;;7,279533842;;;;;;;;;;;;;;;;;;
2,366972;232,7941165;7,394737;;7,059543678;;;;;;;;;;;;;;;;;;
2,443425;277,60354;7,157895;;6,846198949;;;;;;;;;;;;;;;;;;
2,504587;319,585451;7,026316;;6,680175832;;;;;;;;;;;;;;;;;;
